pr_sq_ft,fsid,saleyear,x,y
157.66969535008,240472092985,2013,-75.145467008843,38.3726031393582
208.444681988242,240472092985,2007,-75.145467008843,38.3726031393582
157.66969535008,240472092985,2013,-75.145467008843,38.3726031393582
147.005444646098,240472092986,2016,-75.1139131183988,38.3314154803234
208.333333333333,240472092988,2005,-75.143489106823,38.3660538934753
208.333333333333,240472092988,2005,-75.143489106823,38.3660538934753
178.030303030303,240472092988,2015,-75.143489106823,38.3660538934753
160.697887970615,240472092997,2005,-75.1591582661336,38.3908247499198
160.697887970615,240472092997,2005,-75.1591582661336,38.3908247499198
124.223602484472,240472092998,2017,-75.1112710935265,38.3345579203079
124.223602484472,240472092998,2017,-75.1112710935265,38.3345579203079
23.9310784939375,240472092999,2008,-75.4072476309086,38.0561069244698
23.9310784939375,240472092999,2008,-75.4072476309086,38.0561069244698
16.5922144224633,240472092999,2007,-75.4072476309086,38.0561069244698
63.4282178217822,240472093002,2005,-75.222632626541,38.325974608175
48.771676300578,240472093005,2013,-75.217254271929,38.3228530629787
48.771676300578,240472093005,2013,-75.217254271929,38.3228530629787
117.881200244948,240472093009,2011,-75.1470227850661,38.3439893641275
117.881200244948,240472093009,2011,-75.1470227850661,38.3439893641275
167.428571428571,240472093010,2006,-75.1431734979305,38.3762045078128
178.450516351119,240472093012,2006,-75.2315176074889,38.3236602823806
50.9530981067126,240472093012,2006,-75.2315176074889,38.3236602823806
178.450516351119,240472093012,2006,-75.2315176074889,38.3236602823806
253.580729166667,240472093014,2005,-75.0699830598193,38.4469416647598
253.580729166667,240472093014,2005,-75.0699830598193,38.4469416647598
235.667539267016,240472093015,2012,-75.2057700515618,38.3377051340626
235.667539267016,240472093015,2012,-75.2057700515618,38.3377051340626
184.460592509782,240472093023,2006,-75.1526930192192,38.3891059750289
218.508474576271,240472093024,2005,-75.160707204589,38.367714428676
218.508474576271,240472093024,2005,-75.160707204589,38.367714428676
137.246621621622,240472093025,2009,-75.1362223999337,38.2951326509354
177.607913669065,240472093031,2008,-75.1443044501973,38.3938690754328
177.607913669065,240472093031,2007,-75.1443044501973,38.3938690754328
63.6574074074074,240472093037,2015,-75.3866772229491,38.1774598001718
84.5833333333333,240472093037,2015,-75.3866772229491,38.1774598001718
149.305555555556,240472093037,2006,-75.3866772229491,38.1774598001718
42.1602787456446,240472093046,2017,-75.2324077793388,38.4118982781171
152.129817444219,240472093050,2010,-75.1135167096507,38.3270496329094
152.129817444219,240472093050,2010,-75.1135167096507,38.3270496329094
184.859154929577,240472093051,2010,-75.1558177960655,38.3665396212324
98.5449735449735,240472093055,2007,-75.5558721059065,38.069755238996
98.5449735449735,240472093055,2007,-75.5558721059065,38.069755238996
210.39603960396,240472093057,2006,-75.1690650666213,38.3875272325634
210.39603960396,240472093057,2006,-75.1690650666213,38.3875272325634
189.299242424242,240472093059,2006,-75.1414378288167,38.3799142827093
132.701421800948,240472093066,2018,-75.178496216415,38.3898564155575
220.85308056872,240472093069,2015,-75.1410567453954,38.3934067456161
167.452830188679,240472093071,2018,-75.11565808072,38.3197676985156
65.0657229524773,240472093074,2014,-75.1200416967505,38.3528731886139
106.82406471183,240472093074,2014,-75.1200416967505,38.3528731886139
106.82406471183,240472093074,2013,-75.1200416967505,38.3528731886139
205.441456582633,240472093077,2006,-75.1464820669115,38.3470016355508
115.489130434783,240472093078,2015,-75.1831692299731,38.3645761103265
133.547632963179,240472093081,2013,-75.1612662825054,38.3929618384463
133.547632963179,240472093081,2013,-75.1612662825054,38.3929618384463
128.865979381443,240472093083,2011,-75.2243736053703,38.3225813382183
180.037313432836,240472093085,2009,-75.1511801149802,38.3837898447763
24.3506493506494,240472093086,2009,-75.147225397427,38.3941080723626
297.037337662338,240472093086,2005,-75.147225397427,38.3941080723626
24.3506493506494,240472093086,2009,-75.147225397427,38.3941080723626
196.274118429807,240472093092,2006,-75.1667465609256,38.3905413967568
196.274118429807,240472093092,2006,-75.1667465609256,38.3905413967568
168.612132352941,240472093098,2011,-75.1446239203716,38.3657578533968
168.612132352941,240472093098,2011,-75.1446239203716,38.3657578533968
191.666666666667,240472093100,2006,-75.118579235984,38.3371676297037
191.666666666667,240472093100,2006,-75.118579235984,38.3371676297037
76.3888888888889,240472093106,2005,-75.4007650400923,38.1697718652376
117.079889807163,240472093107,2014,-75.1650662563589,38.4032992440422
142.992424242424,240472093110,2010,-75.5620214383253,38.0725687766713
132.575757575758,240472093110,2006,-75.5620214383253,38.0725687766713
66.2878787878788,240472093110,2010,-75.5620214383253,38.0725687766713
118.948412698413,240472093111,2018,-75.5621826103123,38.0721646678393
119.047619047619,240472093111,2005,-75.5621826103123,38.0721646678393
48.1881264456438,240472093122,2008,-75.5717456917117,38.0718834028146
118.948412698413,240472093130,2009,-75.2950519497331,38.2177141280898
155.753968253968,240472093130,2007,-75.2950519497331,38.2177141280898
169.683257918552,240472093133,2011,-75.1219126520414,38.352560700651
130.641330166271,240472093134,2016,-75.1236794367589,38.3523099484098
142.426273458445,240472093136,2008,-75.3411638609069,38.2158992756532
142.426273458445,240472093136,2008,-75.3411638609069,38.2158992756532
125.811688311688,240472093139,2007,-75.1517680053804,38.3705242791604
84.4155844155844,240472093139,2017,-75.1517680053804,38.3705242791604
125.811688311688,240472093139,2007,-75.1517680053804,38.3705242791604
112.334801762115,240472093145,2012,-75.1498355800644,38.3951479891801
112.334801762115,240472093145,2012,-75.1498355800644,38.3951479891801
190.746753246753,240472093151,2014,-75.1720630321452,38.4291164189616
165.254237288136,240472093152,2010,-75.1702945550661,38.394676408424
188.829787234043,240472093154,2013,-75.1572825852581,38.3554676805447
66.4893617021277,240472093154,2017,-75.1572825852581,38.3554676805447
188.829787234043,240472093154,2014,-75.1572825852581,38.3554676805447
274.988893824967,240472093156,2005,-75.1516571033617,38.4010434013163
274.988893824967,240472093156,2005,-75.1516571033617,38.4010434013163
93.1490384615385,240472093158,2017,-75.1172782718665,38.3248990151868
103.283898305085,240472093162,2016,-75.5352419711024,38.0670311788417
151.081424936387,240472093163,2016,-75.1438330827851,38.3813233412121
257.675438596491,240472093165,2014,-75.1489241738343,38.3949369074883
219.660194174757,240472093168,2007,-75.1545922920472,38.3922591779065
219.660194174757,240472093168,2007,-75.1545922920472,38.3922591779065
138.221153846154,240472093170,2007,-75.1622171705376,38.3959175640727
138.221153846154,240472093170,2007,-75.1622171705376,38.3959175640727
26.3157894736842,240472093172,2013,-75.1768703530333,38.3919904083822
156.766917293233,240472093172,2014,-75.1768703530333,38.3919904083822
163.157894736842,240472093172,2016,-75.1768703530333,38.3919904083822
156.766917293233,240472093172,2014,-75.1768703530333,38.3919904083822
192.307692307692,240472093177,2006,-75.2021662372169,38.4110676458167
109.89010989011,240472093178,2009,-75.167544080227,38.3842006854293
109.89010989011,240472093178,2009,-75.167544080227,38.3842006854293
126.106194690266,240472093179,2012,-75.1522147270115,38.3731469847771
126.106194690266,240472093179,2012,-75.1522147270115,38.3731469847771
46.7914438502674,240472093182,2017,-75.138432287009,38.2934744150917
184.696569920844,240472093183,2005,-75.1452149633062,38.3679097932913
109.916864608076,240472093193,2013,-75.4672726366136,38.2334205360817
142.326732673267,240472093194,2009,-75.1465899073904,38.3825688656245
169.977722772277,240472093194,2009,-75.1465899073904,38.3825688656245
142.326732673267,240472093194,2009,-75.1465899073904,38.3825688656245
147.058823529412,240472093201,2017,-75.1796158613993,38.3990050791893
200.911350455675,240472093201,2007,-75.1796158613993,38.3990050791893
200.911350455675,240472093201,2007,-75.1796158613993,38.3990050791893
16.5631469979296,240472093204,2015,-75.3996329485414,38.0899343757777
195.3125,240472093212,2017,-75.138129602132,38.3959968905213
116.642264519278,240472093218,2013,-75.1546812803301,38.3784033488358
117.618350414837,240472093218,2011,-75.1546812803301,38.3784033488358
116.642264519278,240472093218,2013,-75.1546812803301,38.3784033488358
170.454545454545,240472093219,2016,-75.1169797295395,38.3489306068236
136.287878787879,240472093219,2015,-75.1169797295395,38.3489306068236
173.79679144385,240472093221,2010,-75.1390587893861,38.2946571718294
233.957219251337,240472093221,2006,-75.1390587893861,38.2946571718294
173.79679144385,240472093221,2010,-75.1390587893861,38.2946571718294
213.24354657688,240472093225,2017,-75.3210356585684,38.1031425609223
223.905723905724,240472093225,2009,-75.3210356585684,38.1031425609223
223.905723905724,240472093225,2009,-75.3210356585684,38.1031425609223
238.095238095238,240472093227,2006,-75.2216743832457,38.3228858933578
238.095238095238,240472093227,2006,-75.2216743832457,38.3228858933578
118.571428571429,240472093228,2015,-75.1653384294989,38.3978160676675
127.334465195246,240472093229,2010,-75.1615824317089,38.3667992093695
127.334465195246,240472093229,2010,-75.1615824317089,38.3667992093695
171.692111959288,240472093230,2017,-75.1147738680558,38.3221299863056
117.324561403509,240472093233,2018,-75.1778960425973,38.3905239520659
144.927536231884,240472093234,2013,-75.2127452162083,38.327655004388
27.9264214046823,240472093234,2013,-75.2127452162083,38.327655004388
89.1861761426979,240472093234,2012,-75.2127452162083,38.327655004388
144.927536231884,240472093234,2014,-75.2127452162083,38.327655004388
27.9264214046823,240472093234,2013,-75.2127452162083,38.327655004388
62.0915032679739,240472093235,2016,-75.382944948881,38.1757677071066
136.690647482014,240472093237,2017,-75.1636692393561,38.4028534157445
195.592286501377,240472093239,2006,-75.16360560807,38.4014041460582
195.592286501377,240472093239,2006,-75.16360560807,38.4014041460582
162.463627546072,240472093240,2007,-75.2795360004628,38.2329602450919
162.463627546072,240472093240,2007,-75.2795360004628,38.2329602450919
185.42199488491,240472093242,2006,-75.1613930109545,38.4021553175028
185.42199488491,240472093242,2006,-75.1613930109545,38.4021553175028
239.130434782609,240472093247,2007,-75.1575694245192,38.3685681964918
106.422924901186,240472093247,2016,-75.1575694245192,38.3685681964918
152.173913043478,240472093247,2015,-75.1575694245192,38.3685681964918
56.4119601328904,240472093248,2014,-75.3928840701455,38.1753262538946
74.0252491694352,240472093248,2013,-75.3928840701455,38.1753262538946
56.4119601328904,240472093248,2014,-75.3928840701455,38.1753262538946
65.590312815338,240472093252,2014,-75.1135901251015,38.3270487540758
181.812169312169,240472093253,2005,-75.1455729912731,38.3853700793748
147.313691507799,240472093254,2011,-75.1478034586276,38.3777614759943
132.547864506627,240472093259,2017,-75.1557341292446,38.3732490222332
212.570621468927,240472093261,2013,-75.1571038812178,38.3920867809894
328.389830508475,240472093261,2005,-75.1571038812178,38.3920867809894
328.389830508475,240472093261,2005,-75.1571038812178,38.3920867809894
212.570621468927,240472093261,2013,-75.1571038812178,38.3920867809894
126.469396027564,240472093266,2017,-75.1142503224868,38.3486374544254
88.3477908390758,240472093266,2010,-75.1142503224868,38.3486374544254
118.666396432914,240472093266,2011,-75.1142503224868,38.3486374544254
281.020319930826,240472093267,2007,-75.1294867292389,38.3756585365899
281.020319930826,240472093267,2007,-75.1294867292389,38.3756585365899
31.6055625790139,240472093268,2006,-75.4784899315069,38.035984691376
31.6055625790139,240472093268,2006,-75.4784899315069,38.035984691376
232.067510548523,240472093270,2005,-75.1522820006836,38.3998027206553
184.846505551927,240472093271,2010,-75.1307449034375,38.3817198933057
184.846505551927,240472093271,2010,-75.1307449034375,38.3817198933057
101.136363636364,240472093274,2016,-75.2179965629897,38.3317348718548
223.404255319149,240472093275,2005,-75.1735118388045,38.3899297721272
163.120567375887,240472093275,2015,-75.1735118388045,38.3899297721272
131.431767337808,240472093282,2013,-75.1501087235998,38.3714801520429
131.431767337808,240472093282,2013,-75.1501087235998,38.3714801520429
207.474226804124,240472093283,2006,-75.1553889976204,38.3945666000514
207.474226804124,240472093283,2006,-75.1553889976204,38.3945666000514
53.9867109634552,240472093286,2016,-75.1222824158918,38.3531871319214
48.2005141388175,240472093289,2016,-75.2150027362599,38.3550395674901
13.0462724935733,240472093289,2017,-75.2150027362599,38.3550395674901
33.8345864661654,240472093290,2015,-75.1445789189655,38.3804631940841
169.924812030075,240472093290,2016,-75.1445789189655,38.3804631940841
27.2108843537415,240472093295,2012,-75.39597688155,38.1766660456156
